label,wall,floor;flooring,table,ceiling,sofa;couch;lounge,cabinet,cushion,windowpane;window,chair,painting;picture,toilet;can;commode;crapper;pot;potty;stool;throne,door;double;door,curtain;drape;drapery;mantle;pall,rug;carpet;carpeting,armchair,airplane;aeroplane;plane,lamp,bed,shelf,truck;motortruck,plant;flora;plant;life,box,hill,traffic;light;traffic;signal;stoplight,mirror,animal;animate;being;beast;brute;creature;fauna,bottle,book,desk,ashcan;trash;can;garbage;can;wastebin;ash;bin;ash-bin;ashbin;dustbin;trash;barrel;trash;bin,seat,sculpture,vase,fireplace;hearth;open;fireplace,wardrobe;closet;press,barrel;cask,screen;door;screen,railing;rail,waterfall;falls,monitor;monitoring;device
margaretRiver,0.30454196508446985,0.29828057837917044,0.2573737123148306,0.2740601741169156,0.2679380668298259,0.2354963141507083,0.24019359725991116,0.2520656940676271,0.22718798049109484,0.20077791809285125,0.22087782210640447,0.1915502573228395,0.124264492419578,0.18998588249907825,0.13489842411237926,0.12965849535314825,0.1629248338136699,0.08603918358901616,0.09294261460980574,0.16882304137511694,0.08715404933107253,0.07922227354199743,0.11068126719774907,0.10043306944600816,0.05071232955018985,0.0812141784345963,0.07689804901837517,0.04239137689782162,0.06538537799296897,0.06657513779059028,0.02127655488537248,0.03833662306817672,0.034138461655192395,0.045625953952487426,0.015141185165357071,0.0678421594008083,0.018211650147434106,0.027018925267921996,0.02653359656399617,0.045413632431214726
miyakami,0.28266446475988183,0.28261251554494554,0.2687205583644272,0.2557318318523914,0.22796893030802337,0.2418957681678412,0.18698733455783073,0.2691671876377936,0.22749222438841504,0.15720986474469043,0.10706352965391962,0.17484255004001004,0.1838982485072252,0.10762445501733835,0.11418532760046655,0.22587843211311115,0.1848971302702858,0.18704745202582962,0.11699411730865439,0.13373228736272788,0.07948351414198877,0.12043472317823041,0.05312413067525043,0.09351485552121477,0.05122665619997907,0.0799663292197411,0.09367763222482066,0.0670789175586456,0.040333875250611544,0.06601310794728785,0.04005552326283317,0.07987105209822469,0.02687250982165798,0.040368836904400233,0.0269110999170679,0.07767397024973813,0.09325711152929056,0.10699696880321169,0.06691115819377214,0.03896847135707668
nakuru,0.30994068128237656,0.3099144117771334,0.2621947489226821,0.2261549677896525,0.2787040176057607,0.21517696843483192,0.22601985133249936,0.1972184360954348,0.16901345408757668,0.22439524467048225,0.2233838152435362,0.10042463323228792,0.22668005749695316,0.2131356327696963,0.2012673910698363,0.1543253197251091,0.14149262019984232,0.10476695870575442,0.11723817201714055,0.048648228132620756,0.09252374083750173,0.09906809989947209,0.1054111423074125,0.10834357002983468,0.08103748173746968,0.09195705463995978,0.05428683766770287,0.0734973428363256,0.06376503921846623,0.05496978003422059,0.04869450309477136,0.03900235699732553,0.09804588821120724,0.052292036670216105,0.023306040060673446,0.04935544924730867,0.03379728674169276,0.03510591211124079,0.029701660502915884,0.05184738224467558
okayama,0.2870332870423016,0.28702403149732836,0.14331815200605014,0.2870065505093089,0.22961953376270217,0.2378737086971055,0.19101095144949662,0.2867893885367897,0.08969164847075935,0.2868848257889418,0.23483311288858152,0.1913165562059262,0.19102932623466348,0.1434202921081244,0.0,0.09562578049802313,0.0,0.1913432342510258,0.14315285294090888,0.16478226750643393,0.09496455633155824,0.04756618114124905,0.1432234931385066,0.1424147077410026,0.0,0.0,0.0,0.14286248789084333,0.0950921116532269,0.047383935236493306,0.09499490587609823,0.0471147083317405,0.18916462212555835,0.0,0.04667273170573919,0.0,0.143412174666926,0.0,0.0,0.0
paarl,0.2988221018630474,0.2988062466631632,0.26407500729633715,0.2230059454432859,0.28667819941957046,0.21004145046458642,0.2610249340001323,0.21163174225718823,0.20007987573994038,0.18742478363939377,0.2017762126770999,0.16327456016370984,0.15004727923201067,0.20179410988149135,0.17258211905878065,0.10310921662438666,0.15379900754127196,0.11175512460517309,0.10858905820424113,0.07516218688570529,0.10679459229608054,0.09969743022617736,0.13734298942359466,0.13332388561861197,0.08831779384577539,0.06693011699007342,0.08035088000264147,0.09479813140493742,0.050452652558149846,0.0716269262058747,0.05789726968957294,0.07104260776706828,0.03286597094410882,0.08325530696678152,0.05464048752834243,0.03423617093675393,0.05656877482777458,0.06168370384028809,0.07263605543773476,0.06529311745752395
pattaya,0.2880420737627874,0.2911797683130248,0.23141388627955897,0.2824352934661534,0.2493605307440168,0.2517348106214325,0.21491677347442306,0.2181684631756394,0.20554998162015822,0.16871779518419666,0.19580525462306295,0.20341957663069316,0.2101819772329845,0.17153664765089174,0.16101983555037108,0.15776072018326065,0.14565726357582645,0.13888712711558612,0.10559573018870104,0.17962776524118992,0.08308122738591142,0.08039760822724461,0.08029568126952749,0.10445968168110722,0.11480939386087399,0.05857886689266015,0.0833366832959701,0.08820912002319072,0.0631590500895864,0.053402732803048296,0.0719875664363168,0.05398695960211635,0.028887543224833827,0.02575557642552022,0.051507570925073826,0.03670954158852471,0.04913023061434055,0.03401262440750685,0.03578709400176021,0.0433286917994846
piracicaba,0.3050220078478276,0.30501545981899375,0.250081133849732,0.24833600558323543,0.2829777083469857,0.23920089688939425,0.22649209636716636,0.21044591289440603,0.22785336112146395,0.2395353148809937,0.08693334240317219,0.1851682168684466,0.19566362301590973,0.19556898878143505,0.14057685255584668,0.18173998123129753,0.13546692057483123,0.08665647198045622,0.14642829051359654,0.11552707376765961,0.11422028885428531,0.09467613447341164,0.1148389212492666,0.1381318799880065,0.0434083709237597,0.09783870238262023,0.0326483939208177,0.05366781942230085,0.10695391534790867,0.02121126869109712,0.04168999971841841,0.04022917998424893,0.0,0.021145980520111924,0.02829386696505553,0.02175296002595899,0.05438661171659871,0.03259603182196045,0.029347235650853877,0.02175146973271189
quebec,0.29942575716272607,0.29941892993490754,0.2765394350423947,0.2664695601298435,0.28126740777291703,0.21833820550922461,0.23928109393400443,0.2383728174198785,0.20067565807057514,0.21277074219545072,0.2015246765985633,0.17222910368311856,0.14263824355696644,0.1918745672201114,0.1604538333110305,0.13423549599464116,0.19467412383351088,0.08529158657841959,0.0997427622109148,0.0983249013565454,0.11242215556145865,0.07501901570935594,0.07642442020888399,0.09123806483073778,0.09159478198572052,0.09199743345559785,0.10894019157294285,0.06337006999981959,0.04398782337739271,0.06893875425971145,0.039123954269996375,0.05215510389039474,0.047050703829135246,0.05024777404806326,0.029546201120454547,0.05775107465131557,0.04177810607481201,0.043938729970213385,0.017866748031066214,0.046129589099248865
sharjah,0.3077692336627676,0.30453440998067033,0.2713450446874087,0.2492349888246176,0.26131474641991903,0.2540741886154553,0.2331216500106415,0.16403986847521232,0.21709822505427073,0.18610122447475613,0.2234959891012774,0.16130096534931257,0.20299410233677084,0.20900513765323334,0.15489254819115472,0.1567369728409906,0.17413331071005947,0.12523390033281206,0.0888828093665527,0.106364754327974,0.10666523136542179,0.10258929283797139,0.05336829062573503,0.07604431461668262,0.07619590003442134,0.09079720901537532,0.08788855107946918,0.07267825161186198,0.09468666083993328,0.04519753628414475,0.044257928721901076,0.021378811802353796,0.017870283213829732,0.024317100441219135,0.05838581263148534,0.018573511003634524,0.03380378409254307,0.02646818683106515,0.032133936618243084,0.054409166871969956
siena,0.3042295906896282,0.30237917707551576,0.26640877169428717,0.2667526308805259,0.2576110024348886,0.22395484666348703,0.21829291096562872,0.1875247093329439,0.233685461584008,0.25204386978473053,0.15692464954407917,0.1891704266067236,0.139658461664977,0.16397492170398426,0.16603632127378667,0.10599139608766148,0.1790551759557576,0.12966886968541355,0.1181343232088225,0.03576799997139838,0.11172312510690123,0.07708782666075237,0.11070594066972622,0.1366702301782801,0.07970078835931932,0.08281245727747258,0.06277141399034931,0.10641365437390145,0.041183400735826485,0.06351368396505899,0.027027033437809628,0.043295310440480426,0.07040639965734243,0.10337957771983294,0.06033642093979278,0.02584001767699474,0.029954847133779144,0.057803076333359904,0.05680316942395957,0.06331575301403546
suncheon,0.3243252272329887,0.32432274988370396,0.2794499262403057,0.3026822825422412,0.19451379745432368,0.25845102697331784,0.12962494691372906,0.19433350121370754,0.27845957566315205,0.21547236086890878,0.12955658281420634,0.19446159365158464,0.15109353588283223,0.1512307913388848,0.04324229064670092,0.21593244614898627,0.171549626973621,0.15128575495845792,0.08571838948425445,0.16850917898672588,0.0,0.12742778738965788,0.02131326167327115,0.021567548135922536,0.08634926983167346,0.0,0.0641573987690892,0.039215327086296006,0.0,0.05376251660718028,0.04218282877114376,0.0,0.0,0.0,0.021607081823591962,0.04202540336328792,0.02161236574554343,0.043167257730863356,0.08367069960384946,0.0
sunshineCoast,0.2959825610370492,0.29300981228382617,0.26119724278602063,0.2643439147862526,0.2772119059146048,0.19957988924577824,0.2364046555487794,0.24856423516565337,0.2162864253129633,0.18759588545801573,0.19541958108521731,0.2077075784471967,0.1193732732686277,0.16228249089260688,0.16777119049261605,0.12290795117492441,0.17117612586375164,0.0993964286548649,0.06021018759940214,0.15442282650179617,0.15576980698890633,0.05442378846715068,0.10926939842818133,0.0846757269865936,0.04729290966196941,0.11681367343836516,0.09332344966907148,0.037573785260114165,0.03595247543774509,0.05966560578527471,0.041350290937207816,0.04854137601346128,0.03506764130716768,0.03961364359161467,0.029519491824390884,0.0486139041776067,0.06014738296338998,0.049534960697809896,0.07691360737048031,0.04970503362828212
sylhet,0.30533572541566495,0.305328282380627,0.2442118668839631,0.2646059933636942,0.20347945968594136,0.22072631168001333,0.20186137558804756,0.1424776026990553,0.18267657159293718,0.16276852216188248,0.1831437567573968,0.12204180772135857,0.22376060058741332,0.020353120005242278,0.2026834103638991,0.13731953508097192,0.14208030478024034,0.18299414389700983,0.08130928901879843,0.01809434924043124,0.11170157434166839,0.17403957333367234,0.08102602249817074,0.10082512838095462,0.12201259447965858,0.10087516679359422,0.13903698820015228,0.14138460068978076,0.12112162978250376,0.1276683587139556,0.1016687273562358,0.08126675673794657,0.11616087912220481,0.02031442948791243,0.06103754378393332,0.06041412409338628,0.040686947462020784,0.055970332258941116,0.020340202298072863,0.04047138469161544
toluca,0.30087681239670444,0.3008646383566662,0.28104112020516386,0.2444237529108789,0.2568566370360298,0.2242350477786523,0.20048668660084207,0.2233771246372878,0.17950456646523713,0.15924867957473138,0.16656388089714272,0.18785218400629444,0.11893714287409071,0.13096963249080515,0.16053085518393886,0.1434839025736248,0.1364828295104683,0.1747824507241201,0.1554591664714635,0.08471005221623876,0.08093591324608583,0.11474292927430811,0.084024472249274,0.12189964358820202,0.10269816612899657,0.0741857762890553,0.1045496152766333,0.09508338161518254,0.07313999786406129,0.07087476396260556,0.07380918536410273,0.0809098273986265,0.03713507895724289,0.09927359272909488,0.08747756888520969,0.036564063608666326,0.04378585191623949,0.09186401017866926,0.06181505465815996,0.029111692350798062
trujillo,0.30138014404579244,0.3013731321253938,0.24219699777736287,0.26017046185971154,0.2533326321675337,0.26667141808223827,0.23893802535674996,0.17798480102085404,0.19094434623373913,0.16350887891635038,0.19124521319211685,0.1572916342031762,0.1665544800618676,0.10799761524415827,0.16388231760482047,0.1771233431760395,0.07040270739365849,0.1570607489340197,0.17286273761886561,0.15605808459397022,0.12823865300292078,0.12002688497456508,0.09391067924693693,0.10095479718676287,0.12961399967162104,0.09539690633532207,0.11830012630640964,0.06747721677860764,0.08533890757406541,0.027075847952095798,0.08043316921383879,0.0784247899461678,0.013061511089845951,0.03896808768993425,0.07526104593646689,0.03937356079298441,0.027381777246374812,0.052529475728830786,0.026074835201060773,0.03277158426760479
