label,wall,table,sofa;couch;lounge,cushion,ceiling,chair,floor;flooring,painting;picture,cabinet,windowpane;window,toilet;can;commode;crapper;pot;potty;stool;throne,lamp,airplane;aeroplane;plane,plant;flora;plant;life,armchair,door;double;door,hill,shelf,traffic;light;traffic;signal;stoplight,curtain;drape;drapery;mantle;pall,rug;carpet;carpeting,bed,book,box,animal;animate;being;beast;brute;creature;fauna,mirror,truck;motortruck,desk,bottle,ashcan;trash;can;garbage;can;wastebin;ash;bin;ash-bin;ashbin;dustbin;trash;barrel;trash;bin,sculpture,barrel;cask,buffet;counter;sideboard,seat,screen;door;screen,fireplace;hearth;open;fireplace,wardrobe;closet;press,vase,waterfall;falls,monitor;monitoring;device
losAngeles,0.27544951452615607,0.29567892622125663,0.24969101401356725,0.2667327381283776,0.23737147264836883,0.21168413629950572,0.22108218788251655,0.2621379655928349,0.18485093264517438,0.26400616178447056,0.20786135969245276,0.1816227513153226,0.11702249928571358,0.18039421526940122,0.15193418792958382,0.14374942162472404,0.12618057495205676,0.11239991713296088,0.17378696566515667,0.09646929614712144,0.13431830283603163,0.10450057839393063,0.137222203125513,0.06154314851018647,0.10641857527700412,0.11194777160848499,0.09481150928822138,0.05753327064850483,0.072080330805934,0.07979461474011329,0.06192521546367502,0.047452854131076555,0.04041381336223821,0.018758554730985824,0.03518832411532144,0.06303509917761467,0.024734504828157096,0.0292199811584118,0.05273188891269179,0.0633075352314924
madrid,0.2616066409971103,0.31255318447217645,0.2480598143492747,0.2660085984831128,0.22017609103894678,0.2599252907407847,0.23987523756534238,0.27770835615376177,0.20538965199666212,0.15514944679458573,0.2009522537240374,0.1631337606770796,0.18870976561095487,0.18956557075456623,0.17016446349551545,0.15431665063685115,0.1244282693708407,0.12297481783957864,0.13256112913094314,0.10087811951954184,0.12445760758826305,0.08797910256401378,0.12126783840752965,0.09319485907347518,0.15154901900583653,0.09514808680938716,0.07457667941901155,0.08096571003448243,0.0688382342718493,0.05683733708536139,0.056375716749133394,0.028675424475240324,0.024701389468223273,0.04531196265043527,0.06205592204226095,0.04255859811042599,0.03617176076289962,0.02121579911674785,0.052803169575546975,0.03875580053683525
melbourne,0.28679308404982157,0.27491835934523745,0.2917035682025858,0.28690599413088036,0.1993800216724056,0.2629606516335367,0.24527160048422,0.2901644120934773,0.19988845320930387,0.2488087896811877,0.20422715460718935,0.17235058524557548,0.134834203016473,0.16199534605292554,0.13788453285488572,0.12775135401232676,0.14698276356871728,0.08793674990612232,0.14593281144147305,0.0722016661199712,0.11419855107791274,0.0913480645516384,0.10725388951224778,0.09281144275566908,0.10063040532763358,0.08690135759185423,0.09946587668976468,0.036165222074493124,0.07194715039682704,0.07248191037744296,0.05214166299442542,0.031185689286128377,0.040987875990623174,0.019054239084927805,0.03570957872059626,0.04282439769533981,0.02787826092165147,0.02711770252825632,0.048017844262625446,0.039364540271151764
mexicoCity,0.2936594094829859,0.29746918837778663,0.22718251411576199,0.2143982511008931,0.24522093679351323,0.2921612078445885,0.21258849970085367,0.22798930385896596,0.21392236825862432,0.22723645884413557,0.1785515060185941,0.19727491881834502,0.1466080680392425,0.2233385294586114,0.14292569100365057,0.11533062637660783,0.14669005110290814,0.1453961832337699,0.17374148919663587,0.10645676571960438,0.09623583882186686,0.07631007855504145,0.1456769222213396,0.09736022046200021,0.13917594401877575,0.07670907725012803,0.08102912918515913,0.05717245855309199,0.05232050132790269,0.04730012564090402,0.04374664947212169,0.05115018294920517,0.06371734930144524,0.044796446513172286,0.027632852095987606,0.027982000335993715,0.03869908354440649,0.04834469864691004,0.03161816396351836,0.02277532025799478
milan,0.2978345097476703,0.3287113696655433,0.26823942248871874,0.24242178045077603,0.30206893228245946,0.27201570227649896,0.23743272631721277,0.24515076081979126,0.2149324463646692,0.14971326663641668,0.11703697164488779,0.20379644181624965,0.19534752584984338,0.16740470514789504,0.13687285828986104,0.13959810707076564,0.1548842758316273,0.14359940985392275,0.10037552309799956,0.08820054031401392,0.08237917251588318,0.07861106321982207,0.055897440650660206,0.08905440234237771,0.11116650983205467,0.06783110041341242,0.04065992926554181,0.06798100336342196,0.07080010323577275,0.03758545900271769,0.0372218512397654,0.06237833287104518,0.04550492206493542,0.0366756932680425,0.02007818890812705,0.046306684698764755,0.03752850336539949,0.05572691788595364,0.054065763843081316,0.024595041076101384
mumbai,0.3493780808155123,0.26850157773871014,0.25176244416426713,0.22233242167593026,0.17596524068149558,0.19231815677005398,0.20784411413939477,0.16279903537409907,0.20897688327068595,0.24679332543225846,0.19332282246475846,0.09674840604556526,0.2695936522703297,0.140351646775351,0.16781179098826987,0.1923093085524738,0.06981984817183477,0.14289974118344284,0.11619638344576574,0.16335101785531497,0.1028793485523904,0.1683165393415871,0.15199855005558865,0.10405416165514036,0.1053337151268878,0.10174123490225898,0.10673374187660274,0.03413415379678875,0.0256696736637087,0.10135903570436396,0.05364117675347864,0.0008492465415977761,0.052716120074650305,0.018359607079648118,0.050659832442789134,0.004681047235631305,0.05128071436784925,0.03752402597487839,0.041138825757551505,0.08376241404977529
nairobi,0.32338730219661027,0.271734605077305,0.27973724368206887,0.29420892653957337,0.23968344167703945,0.22146281060245693,0.23306883404918252,0.2213003735523231,0.19048275520531094,0.21258414476385892,0.20357230355062653,0.12146848627503444,0.15844045638591098,0.1810046792990262,0.14474761839809105,0.09080967348523641,0.10517501092415514,0.1289633976443718,0.1316282950756425,0.18577664911073938,0.1534425838122609,0.08789980943198263,0.13125291462566901,0.10420728515420342,0.1229579280276433,0.09052151132298226,0.06604914325313936,0.058052360200074836,0.06363063488388221,0.045771939281787945,0.0589286336647052,0.03385946604755329,0.0307872929512724,0.05246727721755987,0.04060113563831084,0.022394745302109623,0.028493162472369167,0.06213417093721891,0.02566418253321386,0.02747483331506798
newYork,0.2684594493274426,0.3209704214479207,0.2764157525989173,0.2432645324393949,0.24629570022794886,0.27306912305326203,0.25112370797788214,0.21905042394126917,0.18689902411468776,0.18814848515224963,0.192267021497318,0.18386576599933405,0.1360230432478178,0.18222035326605215,0.15051827017209649,0.1213315414569725,0.1862808318446026,0.10044375691708132,0.14561986756515582,0.09945986243668342,0.11128228126085461,0.11657414772485468,0.07133232994201669,0.09723573031073754,0.1368857313493107,0.10153242228546884,0.05680776205685374,0.045589975744225644,0.09206873911450347,0.049404508755335676,0.05368673458452926,0.08029175480841563,0.05486577619900156,0.033477780793802724,0.0339339014520723,0.09525868008268487,0.01721979656990619,0.022560846544808895,0.040678645127734524,0.036475282976458634
osaka,0.3165359057047805,0.28787003698073593,0.22080468799323238,0.24179658424447023,0.2539464385121923,0.1940184580730203,0.24040869542840723,0.1742830228263063,0.24398961723098692,0.2268287703601396,0.17768081546770534,0.17341970668799947,0.2030375486721736,0.19211195631788458,0.11949337195329439,0.1057672618504319,0.09664250590754458,0.0924521622321831,0.15815808836606457,0.15244412176517017,0.10710677215561187,0.147576310317492,0.1578574656711805,0.10418474225985459,0.10070764344475049,0.06560255524929783,0.08984374336010184,0.0984970432393223,0.11580173161394415,0.052996524644437215,0.05456885272444682,0.04674145942391759,0.016305639854222564,0.06205264277156149,0.09756816118626695,0.03592373490771937,0.053429403426062054,0.02599111415077319,0.04528388889227131,0.022648038566616915
paris,0.262960671080006,0.26718735451298536,0.27799350900380987,0.2531816363488543,0.234054548230259,0.25416811711829046,0.2615867420719094,0.2466535988945714,0.21440967129562044,0.16250197503463906,0.20540870787283227,0.23724355236426947,0.11264299900422134,0.1359595980039202,0.1642816830039941,0.12336834891699264,0.21200674062094502,0.16121280332069715,0.17137917351938772,0.11333582226541929,0.09099513220800486,0.0720384993816895,0.11133867412157726,0.11539008340361057,0.10497645649299166,0.09174049841768772,0.017150080860448502,0.05847271333794642,0.06091396678429189,0.04827157818980749,0.04428500640693724,0.06724906497683461,0.03171152302762343,0.03516025741261897,0.03626327971905659,0.05740302127107234,0.018293264264715538,0.03765292449374428,0.05238801910079737,0.043676334139663195
rio,0.2984663145761154,0.34036649826664445,0.23985902420351887,0.21397340973386372,0.23064172365110708,0.2876963784974359,0.24315339685162296,0.2484497536221857,0.2183804003524103,0.1917697738954678,0.15493171346811796,0.15611834819129944,0.16327554696253294,0.15479560008795104,0.08408441238707645,0.12956918429267747,0.16152564653763835,0.1407884404640039,0.1646122461655578,0.06796033452261081,0.10447623330792546,0.11183839213152888,0.10694945713846661,0.11627196209883482,0.08146054878990744,0.08829315107524609,0.06462117223641486,0.14770029881876534,0.043422720084320805,0.0898856607967132,0.050977755634690605,0.045372106689181124,0.0666668114631915,0.030325929096342647,0.0437789978553537,0.03137583923133236,0.04846130759662825,0.01008378445597759,0.07093116591040918,0.02770155148523719
riyadh,0.2858179782733397,0.27594700177440207,0.2816505030310847,0.2510244596046589,0.23262593690591607,0.17191062429127402,0.20455958241827601,0.17354310134291082,0.20255917213342622,0.14311233100283333,0.24307099862700984,0.191129794270129,0.1331254046089089,0.23212941842783663,0.14350608913232943,0.13480592438969363,0.12385877766368177,0.1289928129202091,0.1507931571486578,0.1364376595517423,0.11722893264495986,0.1326922437870759,0.12108316867982695,0.13853756938657877,0.1630352279503189,0.13120438967332554,0.10160608531057862,0.08094997978402042,0.06258072220754576,0.11073178666877165,0.04208746414874702,0.047066605375096444,0.0767340817646484,0.07474081239086447,0.04404507014286727,0.04427329222617242,0.05739268848239759,0.0253748000933672,0.051166609464007064,0.033874654659075555
